fragment,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
NC1=NC(C2=CC=CC=C2)=NO1,3,0,1,0,0,0,2,0
CC(=O)NC1CCCC2=CC=CC=C21,1,0,1,0,1,0,1,1
O=C(CC1=CNCC1)NC1=CC=CC=C1,2,0,1,0,2,0,1,1
FC1C=CC=CC1,0,0,0,1,2,0,0,1
NCCC(=O)NC1=CC=CC(F)=C1,2,0,1,1,1,0,1,0
CC(N)C1=NN=C[NH]1,4,0,0,0,0,0,1,0
O=CCN1C=CC2=CC=CC=C21,1,0,1,0,1,0,2,0
CSC1=NC(C)=CS1,1,2,0,0,0,0,1,0
CCC(=O)NC1=CC=NN1C,3,0,1,0,1,0,1,0
CCNC(=O)CN1CCNC1=O,3,0,2,0,2,0,0,1
CC1=CC2=C(C=C1)C=N[NH]2,2,0,0,0,0,0,2,0
CCCCN1C=CN=N1,3,0,0,0,0,0,1,0
O=CC1=N[NH]C2=C1CNCC2,3,0,1,0,1,0,1,1
CC(C)NCCO,1,0,1,0,0,0,0,0
SC1=NC=CC=C1Cl,1,1,0,1,0,0,1,0
CC1=C(C)[NH]C(=O)C=C1,1,0,1,0,1,0,1,0
CC(C=O)N1CCNC1=O,2,0,2,0,2,0,0,1
NC1=NC=C(C2=CC=CC=C2)C=N1,3,0,0,0,0,0,2,0
O=C1NCCN1C1=CC=CC=N1,3,0,1,0,1,0,1,1
CCCNC(=O)C1=CC=C(C)O1,1,0,2,0,1,0,1,0
O=CC1=C2N=CC=CN2N=C1,3,0,1,0,1,0,2,0
CC1=NCCN1CCC=O,2,0,1,0,2,0,0,1
O=C1C=C(CS)CCO1,0,1,2,0,2,0,0,1
CCC1=CC=CC(S)=C1,0,1,0,0,0,0,1,0
C1CSCNCN1,2,1,0,0,0,0,0,1
C1=CNCN=CC1,2,0,0,0,2,0,0,1
CCOC1=CC=CC2=C1CNCC2,1,0,1,0,0,0,1,1
SC1=CC=C(C2=NC=CO2)C=C1,1,1,1,0,0,0,2,0
CN(C)C(=O)C1CCCC1,1,0,1,0,1,0,0,1
O=C(C1=CC=CC=C1)N1CCCS1,1,1,1,0,1,0,1,1
CNC1=CC=C(C)C=C1F,1,0,0,1,0,0,1,0
BrC1=C2C=CN=CC2=CC=C1,1,0,0,1,0,0,2,0
O=CC1=CC=C(C2=C[NH]C=N2)C=C1,2,0,1,0,1,0,2,0
CC(=O)C1=CC(Br)=CC=C1,0,0,1,1,1,0,1,0
CC(=O)N1CCN(C2CCCNC2=O)CC1,3,0,2,0,2,0,0,2
CN(C)C(=O)C1CCC(=O)N1,2,0,2,0,2,0,0,1
C1=CC2=C(C=CS2)N=C1,1,1,0,0,0,0,2,0
CNC(=O)N1CCNC(C)C1,3,0,1,0,1,0,0,1
CC1=C(Cl)C=CC(Br)=C1,0,0,0,2,0,0,1,0
CN(CCN)C(N)=O,3,0,1,0,1,0,0,0
CCNC(=O)CC1CCCC1,1,0,1,0,1,0,0,1
NC(=O)NCC1CCCCN1,3,0,1,0,1,0,0,1
CC1=CC=CC=C1C(=O)NC1=CC=CC=C1,1,0,1,0,1,0,2,0
CCNC(=O)C1=CC=C2[NH]C=NC2=C1,3,0,1,0,1,0,2,0
CNC(C)C1CCCC1,1,0,0,0,0,0,0,1
CN1CC2(CCNCC2)CC1=O,2,0,1,0,1,0,0,2
C1=CC=C(OCC2=CSC=N2)C=C1,1,1,1,0,0,0,2,0
COCC(=O)NC1=CC=C(C)C=C1,1,0,2,0,1,0,1,0
CNC1CC2=CC=CC=C2C1,1,0,0,0,0,0,1,1
CN1CCC(C2=CC=NC=C2)CC1,2,0,0,0,0,0,1,1
CCCl,0,0,0,1,0,0,0,0
C1CC2CCCC(C1)O2,0,0,1,0,0,0,0,2
CC1=CC=C(N2C=CC=CC2=O)C=C1,1,0,1,0,1,0,2,0
CSCC(=O)NC1=CC=CC=C1,1,1,1,0,1,0,1,0
CCC1=NC(N)=CC=N1,3,0,0,0,0,0,1,0
C=CC1=CC=C(C=O)C=C1,0,0,1,0,2,0,1,0
CNC1=CC=C2OCCCC2=C1,1,0,1,0,0,0,1,1
CCNC(=O)CN1C=CN=N1,4,0,1,0,1,0,1,0
CCNC(=O)NC1=CC=C2N=COC2=C1,3,0,2,0,1,0,2,0
CN1CCC=C1C(=O)NC1=CC=CC=C1,2,0,1,0,2,0,1,1
CC1=NC(C2=CC=CC=C2)=CC=N1,2,0,0,0,0,0,2,0
CC(NC=O)C1=CC(F)=CC=C1,1,0,1,1,1,0,1,0
O=C(COC1=CC=CC=C1)N1CCCCC1,1,0,2,0,1,0,1,1
CCCNC1=NC(C)=NC=C1,3,0,0,0,0,0,1,0
CN(CC=O)C1=NC=CCC1,2,0,1,0,3,0,0,1
CCN(C)C(=O)C1=CN=C[NH]C1=O,3,0,2,0,2,0,1,0
COC(=O)C1=CC=CC(F)=C1,0,0,2,1,1,0,1,0
CC(=O)NC1=CC=CC2=C1C=C[NH]2,2,0,1,0,1,0,2,0
CC1=CNCC(Br)=C1,1,0,0,1,2,0,0,1
CC1=C2COCCC2=NC(N)=N1,3,0,1,0,0,0,1,1
CC(=O)NCC1COCCN1,2,0,2,0,1,0,0,1
CCN1CCN(C2=NC=CS2)CC1,3,1,0,0,0,0,1,1
CC1=C(C(N)=O)C=CS1,1,1,1,0,1,0,1,0
CC(=O)N1CC2CC2C1,1,0,1,0,1,0,0,2
C=CC=C,0,0,0,0,2,0,0,0
COC(=O)C1CCC(=O)NC1,1,0,3,0,2,0,0,1
CCC(=O)N(C)S,1,1,1,0,1,0,0,0
CNC(=O)C1=CC(F)=CC(F)=C1,1,0,1,2,1,0,1,0
CN1CCC2(CC1)CNC(=O)C2,2,0,1,0,1,0,0,2
NC(=O)CC1COCCN1,2,0,2,0,1,0,0,1
O=C1CCC2CN(S)CCC2N1,2,1,1,0,1,0,0,2
CCNC(=O)CC1=COCC1,1,0,2,0,2,0,0,1
CCNC1=C(C)[NH]N=C1,3,0,0,0,0,0,1,0
CNC(=O)CCN1CCC=N1,3,0,1,0,2,0,0,1
CNC1=NN(C)CC1,3,0,0,0,1,0,0,1
CCC(=O)NC1=CC(Br)=CC=C1,1,0,1,1,1,0,1,0
CNC(=O)CN1CCOC(C)C1,2,0,2,0,1,0,0,1
CC1CNCCC1N,2,0,0,0,0,0,0,1
CC1=NCC(=O)N1C,2,0,1,0,2,0,0,1
CC(=O)C1=C[NH]C2=CC=CC=C12,1,0,1,0,1,0,2,0
CC1=CC=CC(C2=CC=CC=C2)=N1,1,0,0,0,0,0,2,0
O=C1C=CN=C2CCNCCN21,3,0,1,0,1,0,1,1
NC(=O)NCC1=CSC=C1,2,1,1,0,1,0,1,0
CN1CCC(C2=NCCN2)CC1,3,0,0,0,1,0,0,2
O=C(CS)NC1=CC=N[NH]1,3,1,1,0,1,0,1,0
CC1=NC=NC=C1C(=O)O,2,0,2,0,1,0,1,0
CNC(=O)N1CCC(S)CC1,2,1,1,0,1,0,0,1
NS(=O)(=O)C1=CSC=C1,1,2,2,0,2,0,1,0
CC1(S)CC1,0,1,0,0,0,0,0,1
CC(=O)N1C=CC2=CC=CC=C21,1,0,1,0,1,0,2,0
CNS(=O)(=O)C1CCNC1,2,1,2,0,2,0,0,1
CCN(C)C1=NC=CN1C,3,0,0,0,0,0,1,0
CC(C)NC(=O)NC1CCCNC1=O,3,0,2,0,2,0,0,1
CSCC1=NC=CS1,1,2,0,0,0,0,1,0
CN(C)C(=O)C1CCNC1=O,2,0,2,0,2,0,0,1
NC(=O)N1CCC(O)C1,2,0,2,0,1,0,0,1
ClC1=CC=C2N=CC=CC2=C1,1,0,0,1,0,0,2,0
CC1=C(C(=O)NC2=CC=CC=C2)C=NO1,2,0,2,0,1,0,2,0
O=C(O)NC1CCCNC1,2,0,2,0,1,0,0,1
SC1=NC=NCC1,2,1,0,0,2,0,0,1
CNC(C)C1=NCCN1,3,0,0,0,1,0,0,1
O=C(C1CCCNC1)N1CCCC1,2,0,1,0,1,0,0,2
CNC(=O)NC1CC(=O)N(C)C1,3,0,2,0,2,0,0,1
CC1=CC=CC(Cl)=C1Cl,0,0,0,2,0,0,1,0
CCCSC1=NN=N[NH]1,4,1,0,0,0,0,1,0
CCCNC(=O)C1=CC=CN1C,2,0,1,0,1,0,1,0
CN1C=CN=C1CO,2,0,1,0,0,0,1,0
CCNC1CNCC1O,2,0,1,0,0,0,0,1
CNC(=O)C1=C2C=CC=CN2C=N1,3,0,1,0,1,0,2,0
FC1=CC(F)=CC(Cl)=C1,0,0,0,3,0,0,1,0
CC1=CC=C(N)C(Cl)=C1,1,0,0,1,0,0,1,0
C1NCNSN1,3,1,0,0,0,0,0,1
COC(=O)C1CCNC1=O,1,0,3,0,2,0,0,1
CN(C)C1CCCC1,1,0,0,0,0,0,0,1
O=C(C1=CC=CC=N1)N1CCCC1,2,0,1,0,1,0,1,1
CC1=NN(C)C2=C1[NH]N=C2,4,0,0,0,0,0,2,0
CC1(C(=O)O)OCCNC1=O,1,0,4,0,2,0,0,1
NC(=O)CC1=CC=CC=N1,2,0,1,0,1,0,1,0
FC1=CC=CC(Br)=C1F,0,0,0,3,0,0,1,0
CC1=CC(Cl)=CC=C1Cl,0,0,0,2,0,0,1,0
O=CC1=CC2=C(CCN2)S1,1,1,1,0,1,0,1,1
CN(C)C(=O)C1=CC(Cl)=CC=C1,1,0,1,1,1,0,1,0
O=CCCC1=CSC=N1,1,1,1,0,1,0,1,0
NC(=O)NC1=CC=NS1,3,1,1,0,1,0,1,0
O=C(NCC1=CC=CC=C1)C1=NOC=N1,3,0,2,0,1,0,2,0
O=C(O)C1CC=CCC1,0,0,2,0,2,0,0,1
CC(C)C1CCC1,0,0,0,0,0,0,0,1
O=CN1CCCC(C2=NC=NO2)C1,3,0,2,0,1,0,1,1
CN(C)C(=O)C1=NN(C)C=C1,3,0,1,0,1,0,1,0
CCN1CCN(C2=CN=CC=N2)CC1,4,0,0,0,0,0,1,1
C1=CCN=CC1,1,0,0,0,2,0,0,1
CC1=CC(CN)=CS1,1,1,0,0,0,0,1,0
C1CN2C3CC4CC(C1C3)C2C4,1,0,0,0,0,0,0,5
CCN(C)C(=O)C1CCCCN1,2,0,1,0,1,0,0,1
CCC(=O)N(C)C1CCCCC1,1,0,1,0,1,0,0,1
SN1C=NC=N1,3,1,0,0,0,0,1,0
NC(=O)N1CCC(S)CC1,2,1,1,0,1,0,0,1
NCC1=CC=CC=C1S,1,1,0,0,0,0,1,0
CCNC(=O)CC1CCCO1,1,0,2,0,1,0,0,1
CC(=O)N1CCN(CCO)CC1,2,0,2,0,1,0,0,1
O=C(NC1=CN=CC=C1)C1=CC=CC=C1,2,0,1,0,1,0,2,0
O=C(C1=CC=CO1)N1CCCC1,1,0,2,0,1,0,1,1
CCOC1=CC=CC2=C1N=CS2,1,1,1,0,0,0,2,0
CCOC1=CC=C2N=CSC2=C1,1,1,1,0,0,0,2,0
C=CCCC=O,0,0,1,0,2,0,0,0
OC1COCOC1,0,0,3,0,0,0,0,1
CC(C=O)NC1=NCCN1,3,0,1,0,2,0,0,1
CCCNC(=O)C1CCC(=O)N1,2,0,2,0,2,0,0,1
CC1CCCN1C1=NC=NC=C1,3,0,0,0,0,0,1,1
C1=CC2C=CC1O2,0,0,1,0,2,0,0,2
COC(=O)C1=CC=C(F)C=C1,0,0,2,1,1,0,1,0
CCCCCS,0,1,0,0,0,0,0,0
C1CC2C3NNC2C1O3,2,0,1,0,0,0,0,3
CCC(=O)NCC1=NN=CS1,3,1,1,0,1,0,1,0
O=CCC1=CNCN1,2,0,1,0,2,0,0,1
CC(N)CCN,2,0,0,0,0,0,0,0
C1=CC=C(CNC2=NCCN2)C=C1,3,0,0,0,1,0,1,1
CCCC(=O)NCC(C)O,1,0,2,0,1,0,0,0
CS(=O)(=O)C1=NN=C[NH]1,3,1,2,0,2,0,1,0
C1CC2CC1NN2,2,0,0,0,0,0,0,2
COC1=NC=CNC1,2,0,1,0,2,0,0,1
CC(O)C1=CC=CC(F)=C1,0,0,1,1,0,0,1,0
CC1=NN(C)C=C1C1=CC=CC=C1,2,0,0,0,0,0,2,0
CC(=O)N1CCC2(CNC(=O)CN2C)C1,3,0,2,0,2,0,0,2
CC1=CSC(NC(=O)CNC=O)=N1,3,1,2,0,2,0,1,0
NC(=O)CC1=NC=NO1,3,0,2,0,1,0,1,0
C1=CC=C(CC2=NC=CS2)C=C1,1,1,0,0,0,0,2,0
SCC1=COC=C1,0,1,1,0,0,0,1,0
CCNC(=O)CCCS,1,1,1,0,1,0,0,0
CN1CCOC(CC2=CC=CC=C2)C1,1,0,1,0,0,0,1,1
CC(N)CC(=O)O,1,0,2,0,1,0,0,0
O=C(O)C1=CC=C2[NH]C=NC2=C1,2,0,2,0,1,0,2,0
O=C(C1CCOCC1)N1CCOCC1,1,0,3,0,1,0,0,2
CC(=O)NC1=CC(N)=CC=C1C,2,0,1,0,1,0,1,0
O=C(CO)NC1CCC1,1,0,2,0,1,0,0,1
O=COCC1=CSC=N1,1,1,2,0,1,0,1,0
C1=NOCCC1,1,0,1,0,1,0,0,1
C1=NC2=C(CCC2)CN1,2,0,0,0,2,0,0,2
C1=NSN=CO1,2,1,1,0,2,0,0,1
CNC(=O)NC1CCCCCC1,2,0,1,0,1,0,0,1
CC(=O)C1CCCCC1,0,0,1,0,1,0,0,1
ClC1=C2C=C[NH]C2=NC=C1,2,0,0,1,0,0,2,0
C1CC2(CCN1)CCNCC2,2,0,0,0,0,0,0,2
CN1CCC(C2=N[NH]C=N2)CC1,4,0,0,0,0,0,1,1
NCC(=O)NC1=CC=CC=C1O,2,0,2,0,1,0,1,0
CC1=CC=C(NC(=O)CNC=O)C=C1,2,0,2,0,2,0,1,0
CC(=O)N1CCNC(=O)CC1,2,0,2,0,2,0,0,1
CC1=CC=C2C(=C1)CCN2C,1,0,0,0,0,0,1,1
CC1=CC=CC2=NC=NN12,3,0,0,0,0,0,2,0
CN1CC2=NC=NC=C2C1=O,3,0,1,0,1,0,1,1
CNC1CC2CCC1C2,1,0,0,0,0,0,0,2
CCCNC(=O)NC1CCOCC1,2,0,2,0,1,0,0,1
CCNC(=O)C1CCN1,2,0,1,0,1,0,0,1
C=CC(=O)OCC,0,0,2,0,2,0,0,0
CN(C)CC1=COC=N1,2,0,1,0,0,0,1,0
NC(=O)NC1=CC=CN=N1,4,0,1,0,1,0,1,0
CC1CCC(C=O)NC1,1,0,1,0,1,0,0,1
O=C(CC1=CC=CC=C1)N1CC=CCC1,1,0,1,0,2,0,1,1
COC1=CC=C(C2=CC=CC(=O)N2C)C=C1,1,0,2,0,1,0,2,0
C1C[SH]=NS1,1,2,0,0,1,0,0,1
CNC1=CC=CCN1,2,0,0,0,2,0,0,1
O=[SH](=O)C1=NSC=N1,2,2,2,0,2,0,1,0
CCOC(=O)C1=CC=C(C)O1,0,0,3,0,1,0,1,0
O=C(O)C1=CNCN1,2,0,2,0,2,0,0,1
C1COSN1,1,1,1,0,0,0,0,1
CN1CCCC(C2=NCCN2)C1,3,0,0,0,1,0,0,2
O=C(CO)NC1=CC=CC=C1F,1,0,2,1,1,0,1,0
CNC(=O)NCC1=CN(C)N=C1,4,0,1,0,1,0,1,0
CC(=O)NC(C)C1CNCCO1,2,0,2,0,1,0,0,1
O=CCSC1=CC=CC=N1,1,1,1,0,1,0,1,0
CC1CCCN1[SH](=O)=O,1,1,2,0,2,0,0,1
O=C(CO)NC1=NN=CS1,3,1,2,0,1,0,1,0
CCOC(=O)C(C)C,0,0,2,0,1,0,0,0
CC1=NC2=C(C=C[NH]2)C=N1,3,0,0,0,0,0,2,0
CC(=O)C1=CNCC1,1,0,1,0,2,0,0,1
CC(C)NC(=O)C1CC(=O)N(C)C1,2,0,2,0,2,0,0,1
CCOCC1=N[NH]C=C1,2,0,1,0,0,0,1,0
CCNC(=O)CCNS,2,1,1,0,1,0,0,0
OC1=CCOC=C1,0,0,2,0,2,0,0,1
CSCC1=C[NH]N=N1,3,1,0,0,0,0,1,0
O=CNCC(=O)NC1CCCCC1,2,0,2,0,2,0,0,1
O=C1C=C(C2=N[NH]C=C2)NCN1,4,0,1,0,2,0,1,1
COC1=CC=CC(C)=C1C,0,0,1,0,0,0,1,0
C#CCN1CCN(C)CC1,2,0,0,0,0,1,0,1
C=CCOC(C)=O,0,0,2,0,2,0,0,0
CC1CCCN(C)CC1,1,0,0,0,0,0,0,1
CSCC1CCCNC1,1,1,0,0,0,0,0,1
C1=NOC(C2=N[NH]C=N2)=N1,5,0,1,0,0,0,2,0
O=C(C1=NOC=C1)N1CCCC1,2,0,2,0,1,0,1,1
CNC1=NC(C=O)=CS1,2,1,1,0,1,0,1,0
SNC1=CC=CC(Cl)=C1,1,1,0,1,0,0,1,0
CC(=O)NC1CCCC(C)C1,1,0,1,0,1,0,0,1
CC1=NC(C(N)=O)=CO1,2,0,2,0,1,0,1,0
CC1=CC=CC(NC(=O)CN)=C1,2,0,1,0,1,0,1,0
CN1CCCC(C(=O)O)C1,1,0,2,0,1,0,0,1
CC1=CC=CC=C1NS(C)(=O)=O,1,1,2,0,2,0,1,0
CS(=O)(=O)C1=NN=CS1,2,2,2,0,2,0,1,0
CC(C)NC1=CC=C(F)C=C1,1,0,0,1,0,0,1,0
O=[SH](=O)CC1=NOC=N1,2,1,3,0,2,0,1,0
CNCC(=O)NC1=NC(C)=CS1,3,1,1,0,1,0,1,0
CNCCC(=O)O,1,0,2,0,1,0,0,0
O=C(NC1=C[NH]N=C1)C1=CC=CN=C1,4,0,1,0,1,0,2,0
FC1=CC=C(NS)C=C1,1,1,0,1,0,0,1,0
CCNC(=O)NCC1=NN=CS1,4,1,1,0,1,0,1,0
CNCC(=O)NC1=CC=C(C)C=C1,2,0,1,0,1,0,1,0
C1=CC=C2C=C3C=CC=CC3=CC2=C1,0,0,0,0,0,0,3,0
O=[SH](=O)CC1=COC=N1,1,1,3,0,2,0,1,0
NC(=O)CCC1=C[NH]C=N1,3,0,1,0,1,0,1,0
CNC(=O)C1=C(C)SC=N1,2,1,1,0,1,0,1,0
OCC1=NC=CC=C1,1,0,1,0,0,0,1,0
C1=NN=C2NCCN12,4,0,0,0,0,0,1,1
CNC(C)CCO,1,0,1,0,0,0,0,0
O=CCC1CC1,0,0,1,0,1,0,0,1
CCC1=CC=C2OC=NC2=C1,1,0,1,0,0,0,2,0
CNC(=O)C1=CC(=O)CCN1,2,0,2,0,3,0,0,1
O=COCC1=CC=CN=C1,1,0,2,0,1,0,1,0
CNC(=O)C1=NCCN1,3,0,1,0,2,0,0,1
O=CCC1CNC1,1,0,1,0,1,0,0,1
CC1=C(NC(N)=O)C=NN1C,4,0,1,0,1,0,1,0
CC1=CC(C(=O)N2CCCCC2)=CC=C1,1,0,1,0,1,0,1,1
CNC(=O)CCC1=C[NH]C=N1,3,0,1,0,1,0,1,0
CC(C)NC(=O)NC1=CC=N[NH]1,4,0,1,0,1,0,1,0
NS(=O)(=O)O,1,1,3,0,2,0,0,0
O=CCNC1=CC=C(Cl)C=C1,1,0,1,1,1,0,1,0
CCNC(=O)C1CCCCO1,1,0,2,0,1,0,0,1
CNC(=O)N1CCC2(CC2)C1,2,0,1,0,1,0,0,2
NC(=O)C1=CC(=O)C=C[NH]1,2,0,2,0,2,0,1,0
CCC(=O)N1CCC2(CC2)C1,1,0,1,0,1,0,0,2
OC1=N[NH]C=N1,3,0,1,0,0,0,1,0
CNC(=O)CCC1=C(C)[NH]N=C1C,3,0,1,0,1,0,1,0
CNC1=CC=NC2=NC=NN12,5,0,0,0,0,0,2,0
CCNC(=O)C1=N[NH]C2=C1CCC2,3,0,1,0,1,0,1,1
CCCC1=C(C)[NH]N=C1C,2,0,0,0,0,0,1,0
O=CC1=N[NH]C2=C1CNC2,3,0,1,0,1,0,1,1
C1=CC2(CCC1)CCCCC2,0,0,0,0,1,0,0,2
C1=CC=C(CN2C=CC=C2)C=C1,1,0,0,0,0,0,2,0
O=C(C1CCOCC1)N1CCCCC1,1,0,2,0,1,0,0,2
CCCC(=O)NC1=CC=CN=N1,3,0,1,0,1,0,1,0
CN1C=C(C(=O)N2CCCCC2)C=N1,3,0,1,0,1,0,1,1
CN(C)C1=NNCS1,3,1,0,0,1,0,0,1
O=COCC1CNCCO1,1,0,3,0,1,0,0,1
O=C(CS)NC1=NC=CS1,2,2,1,0,1,0,1,0
CCC(O)C1CCNCC1,1,0,1,0,0,0,0,1
COC1=CC(O)=CC=C1,0,0,2,0,0,0,1,0
C1=CCN(C2=NC=CC=N2)CC1,3,0,0,0,1,0,1,1
CN1CCN(CC2=NN=CO2)CC1,4,0,1,0,0,0,1,1
O=CCN1C=NCCC1=O,2,0,2,0,3,0,0,1
CNC(=O)C1=NC=CC=C1Cl,2,0,1,1,1,0,1,0
O=CC1=CC=C(Cl)C=C1Cl,0,0,1,2,1,0,1,0
CC1=CC(Br)=CNC1,1,0,0,1,2,0,0,1
O=C1OC=CO1,0,0,3,0,1,0,1,0
CNC1=CC(C)=C(C)S1,1,1,0,0,0,0,1,0
CCN(C)C1=N[NH]C=C1,3,0,0,0,0,0,1,0
CC1=CC=C(C=O)CN1,1,0,1,0,3,0,0,1
CC1=NN(C)C=C1C1=NN=C[NH]1,5,0,0,0,0,0,2,0
CCNC(=O)NCC1CCOC1,2,0,2,0,1,0,0,1
CCNC1=NNCN1,4,0,0,0,1,0,0,1
SNCCC1CCCCN1,2,1,0,0,0,0,0,1
O=CCCN1C=NCC1,2,0,1,0,2,0,0,1
CC(N)C(=O)N1CCCC1,2,0,1,0,1,0,0,1
C1=CN=C(N2CCOCC2)C=N1,3,0,1,0,0,0,1,1
O=CNC1=NCCN1,3,0,1,0,2,0,0,1
CC(=O)NC1=CNCC=C1,2,0,1,0,3,0,0,1
NC1=CC=C(F)C=C1F,1,0,0,2,0,0,1,0
O=C1CC=CCO1,0,0,2,0,2,0,0,1
C1CC2CC3CC1CC(C2)C3,0,0,0,0,0,0,0,4
CC1=N[NH]C(C2=CC=CC=C2)=N1,3,0,0,0,0,0,2,0
NC1=CC(O)=NC=N1,3,0,1,0,0,0,1,0
FC1=CC=CC=C1C1=NC=C[NH]1,2,0,0,1,0,0,2,0
CC1=CC=C(C(N)=O)C=C1S,1,1,1,0,1,0,1,0
CN1CCCC(C2=NOC=N2)C1,3,0,1,0,0,0,1,1
CC1=NCCN1CC=O,2,0,1,0,2,0,0,1
CC1=NCCN1C(C)C=O,2,0,1,0,2,0,0,1
C1=CN=C(N2C=NC3=CC=CC=C32)C=C1,3,0,0,0,0,0,3,0
CCNC(=O)C1=C(C)C=CO1,1,0,2,0,1,0,1,0
O=S(=O)(NC1=C[NH]N=C1)C1=CC=CC=C1,3,1,2,0,2,0,2,0
O=C1CCCN1C1=CC(Cl)=CC=C1,1,0,1,1,1,0,1,1
O=CC1=CC=C(C2=N[NH]N=N2)C=C1,4,0,1,0,1,0,2,0
C1=C2CCNCCC2=N[NH]1,3,0,0,0,0,0,1,1
CCC(=O)NC1CCCCCC1,1,0,1,0,1,0,0,1
NC1=CC=C(C2=NC=N[NH]2)C=C1,4,0,0,0,0,0,2,0
CCNC(=O)CC1=NOC=C1,2,0,2,0,1,0,1,0
NNS,2,1,0,0,0,0,0,0
CC(=O)C1=CN=CC=C1,1,0,1,0,1,0,1,0
CCC1=CC=CC=C1S,0,1,0,0,0,0,1,0
C1=CC(N2CCC2)=NC=N1,3,0,0,0,0,0,1,1
O=C(C1=CC=CC=C1)N1CCCC(O)C1,1,0,2,0,1,0,1,1
CC1=CC(Cl)=CN=C1,1,0,0,1,0,0,1,0
CC1=CC=CC(N)=C1F,1,0,0,1,0,0,1,0
CCC(=O)NCC1=CC(Cl)=CC=C1,1,0,1,1,1,0,1,0
CN1CCN(C)C2(CCNC(=O)CC2)C1,3,0,1,0,1,0,0,2
NCC(=O)NC1=CC=CC(O)=C1,2,0,2,0,1,0,1,0
CNC(=O)N(C)C1CCCCC1,2,0,1,0,1,0,0,1
C=CC1=N[NH]C=N1,3,0,0,0,1,0,1,0
CC1=CC=C(N)C(=O)[NH]1,2,0,1,0,1,0,1,0
CC1=NC=C(C(N)=O)C=N1,3,0,1,0,1,0,1,0
CC(=O)NC1=CC=CC=C1C1=NN=N[NH]1,5,0,1,0,1,0,2,0
CNC(=O)N(C)C1C=CCCC1,2,0,1,0,2,0,0,1
CNC1CCCC2=NC=NC=C21,3,0,0,0,0,0,1,1
FC1=CC=CC=C1CS,0,1,0,1,0,0,1,0
OC1=NC=CO1,1,0,2,0,0,0,1,0
CSC1=CC=CC(Cl)=C1,0,1,0,1,0,0,1,0
O=C(NC1=CC=CC=C1)C1=NC=C[NH]1,3,0,1,0,1,0,2,0
CNC(=O)NCC1=NC=CO1,3,0,2,0,1,0,1,0
CCCNC(=O)NC1=CC=N[NH]1,4,0,1,0,1,0,1,0
CN(C)C(=O)NC1=CC=C(F)C=C1,2,0,1,1,1,0,1,0
FC1=CC=CC=C1C1=CC=NCN1,2,0,0,1,2,0,1,1
CNC(=O)CN1CCNC1=O,3,0,2,0,2,0,0,1
NCC1=CC=C[NH]C1=O,2,0,1,0,1,0,1,0
OC1=CC=CC=C1C1=NC=C[NH]1,2,0,1,0,0,0,2,0
CC(=O)NC1=CC=C2N=CN=CC2=C1,3,0,1,0,1,0,2,0
O=CCNC1=NCCN1,3,0,1,0,2,0,0,1
COC1=CC=CC2=C1N=CS2,1,1,1,0,0,0,2,0
C1=NOC2=C1CCNCC2,2,0,1,0,0,0,1,1
CC1=CC=CC2=C1N=CN2C,2,0,0,0,0,0,2,0
O=C(CO)NC1=CC=C(F)C=C1,1,0,2,1,1,0,1,0
CCNC(=O)NC1=CC=NN1C,4,0,1,0,1,0,1,0
CC1=CC=CC=C1NC(=O)C1CC1,1,0,1,0,1,0,1,1
CC(C)NCC1=CC=CC=C1,1,0,0,0,0,0,1,0
CC1=N[NH]C2=C1CCC2,2,0,0,0,0,0,1,1
O=CNCC1=C(F)C=CC=C1,1,0,1,1,1,0,1,0
SNCC1=CSC=N1,2,2,0,0,0,0,1,0
CC(C)NC(=O)C1=NC=CN=C1,3,0,1,0,1,0,1,0
CCOC(=O)C1=CC=CC(F)=C1,0,0,2,1,1,0,1,0
O=C(NCC1CC1)C1=CC=CC=C1,1,0,1,0,1,0,1,1
CNC(=O)C1=CC(C)=CC=C1O,1,0,2,0,1,0,1,0
CNC(=O)N1CCC2(CCC(=O)NC2)CC1,3,0,2,0,2,0,0,2
CN(CC=O)C1CCNC1,2,0,1,0,1,0,0,1
CN1CCCOC1,1,0,1,0,0,0,0,1
O=CC1=CC=C(C2=CC=CC=C2)C=C1,0,0,1,0,1,0,2,0
CNC(=O)C1=CC=CN=C1S,2,1,1,0,1,0,1,0
CC(=O)NCC1=CC=CC=C1N,2,0,1,0,1,0,1,0
ClC1=CNCC(Cl)=C1,1,0,0,2,2,0,0,1
CC1=CC=C(C2CCCC2)C=C1,0,0,0,0,0,0,1,1
BrC1=CCCN=C1,1,0,0,1,2,0,0,1
O=CC1=N[NH]C2=C1CCNC2,3,0,1,0,1,0,1,1
CCCNC1=NNCC=C1,3,0,0,0,2,0,0,1
CC1=CCC(C)CC1,0,0,0,0,1,0,0,1
CN1CCC(NS)CC1,2,1,0,0,0,0,0,1
O=CN1CCN(C2CCNC2=O)CC1,3,0,2,0,2,0,0,2
CCCN1C=N[NH]C1=O,3,0,1,0,1,0,1,0
CCCC(=O)NC1=CC=CC=C1F,1,0,1,1,1,0,1,0
CC1=C(C)C(C=O)=CS1,0,1,1,0,1,0,1,0
CC1=C(F)C=CC=C1Cl,0,0,0,2,0,0,1,0
CNC(=O)NC1=CC=CC2=NC=CC=C12,3,0,1,0,1,0,2,0
