0,nN,nS,nO,nX,nBondsD,nBondsT,naRing,nARing
id1531520,1,0,0,1,0,0,1,0
id1531521,1,0,0,1,0,0,1,0
id1531522,1,0,1,1,0,0,1,1
id1531529,1,0,1,1,0,0,1,1
id1531533,1,0,1,1,0,0,1,0
id1531535,1,0,1,1,0,0,1,0
id1531537,1,0,1,1,0,0,1,0
id1531543,1,0,0,1,0,0,1,0
id1531554,1,0,0,1,0,0,1,1
id1531558,1,0,1,1,0,0,1,1
id1531560,1,0,1,1,0,0,1,0
id1531568,1,0,0,1,1,0,1,0
id1531570,1,0,0,1,0,0,1,1
id1531572,1,0,0,1,0,0,1,0
id1531577,1,0,1,1,0,0,1,0
id1531578,1,0,0,1,0,0,1,1
id1531581,1,0,1,1,0,0,1,0
id1531583,1,0,1,1,0,0,1,0
id1531585,1,0,1,1,0,0,1,1
id1531592,1,0,1,1,0,0,1,0
id1531594,1,0,1,1,0,0,1,0
id1531596,1,0,1,1,0,0,1,0
id1531603,1,0,1,1,0,0,1,0
id1531608,1,0,0,1,0,0,1,1
id1531609,1,0,0,1,1,0,1,0
id1531610,1,0,0,1,0,0,1,0
id1531612,1,0,0,1,0,0,1,1
id1531613,1,0,0,1,0,0,1,0
id1531620,1,0,0,1,0,0,1,1
id1531623,1,0,0,1,0,0,1,0
id1531624,1,0,0,1,0,0,1,1
id1531625,1,0,0,1,1,0,1,0
id1531627,1,0,0,1,0,0,1,1
id1531632,1,0,1,1,0,0,1,0
id1531634,1,0,1,1,0,0,1,0
id1531635,1,0,0,1,0,0,1,1
id1531639,1,0,0,1,0,0,1,0
id1531640,1,0,0,1,0,0,1,1
id1531641,1,0,0,1,1,0,1,0
id1531646,1,0,1,1,0,0,1,0
id1531647,1,0,1,1,0,0,1,1
id1531651,1,0,1,1,0,0,1,0
id1531652,1,0,0,1,0,0,1,1
id1531656,1,0,1,1,0,0,1,0
id1531660,1,0,1,1,0,0,1,0
id1531667,1,0,1,1,0,0,1,0
id1531672,1,0,0,1,0,0,1,0
id1531675,1,0,0,1,0,0,1,1
id1531676,1,0,0,1,1,0,1,0
id1531686,1,0,1,1,0,0,1,0
id1531692,1,0,1,1,1,0,1,0
id1531695,1,0,0,1,0,0,1,0
id1531696,1,0,0,1,0,1,1,0
id1531697,1,0,0,1,0,1,1,0
id1531698,1,0,0,1,0,1,1,0
id1531699,1,0,0,1,0,1,1,0
id1531700,1,0,0,1,0,1,1,0
id1531701,1,0,0,1,0,1,1,0
id1531702,1,0,0,1,0,1,1,0
id1531714,1,0,1,1,1,0,1,0
id1531717,1,0,1,1,1,0,1,0
id1531723,1,0,1,1,1,0,1,0
id1531725,1,0,0,1,0,1,1,0
id1531726,1,0,0,1,0,1,1,0
id1531727,1,0,0,1,0,1,1,0
id1531728,1,0,0,1,0,1,1,0
id1531754,1,0,0,1,0,0,1,1
id1531755,1,0,0,1,0,0,1,1
id1531756,1,0,1,1,0,0,1,0
id1531757,1,0,0,1,0,0,1,1
id1531758,1,0,0,1,0,0,1,1
id1531760,1,0,0,1,0,0,1,0
id1531761,1,0,1,1,0,0,1,0
id1531762,1,0,0,1,0,0,1,1
id1531763,1,0,0,1,0,0,1,0
id1531765,1,0,0,1,0,0,1,1
id1531770,1,0,0,1,0,0,1,0
id1531773,1,0,1,0,0,0,1,0
id1531774,1,0,1,1,0,0,1,1
id1531778,1,0,1,0,0,0,1,0
id1531780,1,0,1,1,0,0,1,0
id1531783,1,0,1,0,0,0,1,0
id1531784,1,0,1,0,0,0,1,0
id1531794,1,0,1,1,0,0,1,0
id1531797,1,0,1,0,0,0,1,0
id1531805,1,0,1,0,0,0,1,0
id1531807,1,0,1,1,0,0,1,0
id1531808,1,0,1,0,0,0,1,1
id1531810,1,0,1,0,0,0,1,0
id1531844,1,0,1,1,1,0,1,0
id1531845,1,1,1,1,0,0,1,0
id1531846,1,1,1,1,0,0,1,0
id1531847,1,0,1,1,0,0,1,0
id1531849,1,0,1,1,0,0,1,0
id1531860,0,0,1,0,1,0,1,0
id1531861,0,0,1,0,1,0,1,0
id1531862,0,0,1,1,1,0,1,0
id1531863,0,0,1,1,1,0,1,0
id1531864,0,0,1,1,1,0,1,0
id1531868,1,0,0,0,0,0,1,1
id1531869,1,0,0,0,0,0,1,1
id1531874,1,0,0,0,0,0,1,1
id1531875,1,0,0,0,0,0,1,1
id1531898,1,0,1,0,0,0,1,1
id1531906,1,0,0,0,0,0,1,0
id1531907,1,0,0,0,0,0,1,1
id1531916,1,0,1,0,0,0,1,1
id1531918,1,0,1,0,0,1,1,0
id1531922,1,0,0,1,0,0,1,1
id1531923,1,0,0,1,0,0,1,1
id1531924,1,0,0,1,0,0,1,1
id1531925,1,1,0,1,0,0,1,1
id1531935,1,0,1,1,1,0,1,0
id1531944,1,1,1,0,1,1,1,0
id1531949,1,0,1,1,1,1,1,0
id1531969,1,0,0,1,0,0,1,0
id1531970,1,0,0,1,0,0,1,0
id1531982,1,0,1,1,0,1,1,1
id1531985,1,0,1,1,0,0,1,0
id1531987,1,0,1,1,0,0,1,0
id1531988,1,0,1,1,0,0,1,0
id1532007,1,1,0,1,0,0,1,0
id1532008,1,0,0,1,0,0,1,1
id1532015,1,0,0,1,0,0,1,1
id1532016,1,0,0,1,0,0,1,1
id1532017,1,0,0,1,0,0,1,1
id1532019,1,0,0,0,0,0,1,0
id1532020,1,0,0,0,0,0,1,0
id1532023,0,0,1,1,1,0,1,0
id1532024,0,0,1,1,1,0,1,0
id1532029,1,0,1,1,0,0,1,1
id1532030,1,0,1,1,0,0,1,1
id1532031,1,0,0,1,0,0,1,1
id1532046,1,0,0,0,0,0,1,1
id1532047,1,1,0,1,0,0,1,1
id1532048,1,1,0,1,0,0,1,1
id1532049,1,1,0,1,0,0,1,1
id1532050,1,0,1,0,1,0,0,1
id1532055,1,1,0,1,0,0,1,1
id1532059,1,0,0,1,0,0,1,1
id1532062,1,0,0,1,0,0,1,0
id1532064,1,0,0,1,0,0,1,0
id1532070,1,0,0,1,0,0,1,0
id1532073,1,0,0,1,0,0,1,0
id1532076,1,0,0,1,0,1,1,1
id1532077,0,1,1,1,1,0,1,0
id1532089,1,0,1,1,0,0,1,0
id1532092,1,0,1,1,0,0,1,0
id1532100,1,0,1,1,1,0,1,1
id1532128,1,1,1,1,0,0,1,0
id1532133,1,0,0,1,0,0,1,1
id1532134,1,0,0,1,0,0,1,0
id1532136,1,0,0,1,0,0,1,0
id1532139,1,0,0,1,0,0,1,0
id1532149,0,1,1,0,1,0,1,0
id1532151,0,1,1,1,0,0,1,0
id1532154,0,1,1,0,1,0,1,0
id1532166,1,1,1,0,0,1,1,0
id1532167,1,1,0,0,0,0,1,0
id1532168,1,1,0,0,0,0,1,0
id1532170,1,1,0,0,0,0,1,0
id1532171,1,1,0,0,0,0,1,0
id1532172,0,0,1,1,1,0,1,0
id1532173,0,0,1,1,1,0,1,0
id1532174,0,0,1,1,1,0,1,0
id1532175,0,0,1,1,1,0,1,0
id1532176,1,0,0,1,0,0,1,1
id1532177,0,0,1,1,1,0,1,0
id1532178,0,0,1,1,1,0,1,0
id1532188,1,0,1,1,0,0,1,1
id1532189,1,1,1,0,0,0,1,1
id1532199,1,1,1,0,0,0,1,1
id1532200,1,1,1,0,0,0,1,1
id1532203,1,0,1,1,0,0,1,1
id1532204,1,1,1,0,0,0,1,1
id1532205,1,0,1,1,0,0,1,1
id1532207,1,0,1,1,0,0,1,1
id1532208,1,0,1,0,1,0,1,1
id1532219,1,0,1,0,0,0,1,0
id1532223,0,0,1,0,1,0,1,0
id1532228,0,0,1,1,1,0,1,0
id1532230,1,1,1,0,1,0,1,1
id1532236,1,1,1,0,1,0,1,1
id1532261,1,1,1,1,1,0,1,1
id1532266,1,1,1,1,1,0,1,1
id1532282,1,1,1,0,1,0,1,1
id1532294,1,1,1,1,1,0,1,1
id1532296,1,1,1,1,1,0,1,1
id1532303,1,1,1,1,1,0,1,1
id1532322,1,1,1,1,1,0,1,1
id1532330,1,0,1,1,0,0,0,1
id1532336,1,0,1,0,1,0,0,1
id1532337,1,0,0,1,0,1,1,0
id1532360,1,0,1,1,1,0,0,1
id1532367,1,0,1,0,1,0,0,1
id1532375,1,1,1,0,1,1,1,0
id1532378,1,0,0,1,0,1,1,0
id1532426,1,0,0,1,0,0,1,0
id1532434,1,1,0,1,0,0,1,0
id1532436,1,0,0,1,0,0,1,0
id1532438,1,0,0,1,0,0,1,0
id1532439,1,1,0,1,0,0,1,1
id1532461,1,1,1,1,1,0,1,0
id1532467,1,1,0,1,0,0,1,0
id1532473,1,0,0,1,0,0,1,1
id1532478,0,1,1,1,1,0,1,1
id1532479,0,1,1,1,1,0,1,1
id1532481,1,1,1,1,1,0,1,1
id1532482,0,0,1,1,0,0,1,1
id1532487,1,0,0,1,0,0,1,0
id1532489,0,0,1,1,0,0,1,1
id1532490,0,0,1,1,0,0,1,1
id1532491,0,0,1,1,0,0,1,1
id1532492,0,0,1,1,0,0,1,1
id1532494,1,0,0,1,0,0,1,1
id1532496,1,0,1,1,0,0,1,0
id1532497,1,0,0,1,0,0,1,0
id1532499,1,0,1,1,0,0,1,0
id1532501,1,0,0,1,0,0,1,0
id1532502,1,1,0,1,0,0,1,0
id1532506,1,0,0,1,0,0,1,1
id1532507,1,0,0,1,0,0,1,0
id1532509,1,0,0,1,0,0,1,1
id1532511,1,0,0,1,0,0,1,1
id1532512,1,0,1,1,0,0,1,0
id1532515,1,0,0,1,0,0,1,0
id1532517,1,0,0,1,0,0,1,0
id1532520,1,0,0,1,0,0,1,1
id1532521,1,0,0,1,0,0,1,1
id1532525,1,0,1,1,0,0,1,0
id1532528,1,1,1,1,0,0,1,0
id1532532,1,0,0,1,0,0,1,1
id1532533,1,0,0,1,0,0,1,1
id1532534,1,0,0,1,0,0,1,1
id1532535,1,0,0,1,0,0,1,1
id1532537,1,1,0,1,0,0,1,1
id1532538,1,0,0,1,0,0,1,1
id1532540,1,0,0,1,0,0,1,1
id1532541,1,0,0,1,0,0,1,1
id1532543,1,1,0,1,0,0,1,0
id1532544,1,1,0,1,0,0,1,0
id1532545,1,1,0,1,0,0,1,0
id1532549,1,0,0,1,0,0,1,1
id1532551,1,0,0,1,0,0,1,0
id1532552,1,0,0,1,0,0,1,0
id1532553,1,0,1,1,0,0,1,0
id1532554,1,0,0,1,0,0,1,0
id1532555,1,0,0,1,0,0,1,0
id1532558,1,0,0,1,0,0,1,0
id1532560,1,0,0,1,0,0,1,1
id1532561,1,0,0,1,0,0,1,0
id1532562,1,0,0,1,0,0,1,0
id1532564,1,0,0,1,0,0,1,0
id1532565,1,0,0,1,0,0,1,0
id1532566,1,0,0,1,0,0,1,0
id1532572,1,0,1,1,0,0,1,0
id1532578,1,0,0,1,0,0,1,0
id1532579,1,0,0,1,0,0,1,0
id1532580,1,0,0,1,0,0,1,1
id1532581,1,0,0,1,0,0,1,1
id1532582,1,0,0,1,0,0,1,0
id1532584,1,0,1,1,0,0,1,1
id1532585,1,1,0,1,0,0,1,0
id1532586,1,1,0,1,0,0,1,0
id1532587,1,1,0,1,0,0,1,1
id1532590,1,0,0,1,0,0,1,0
id1532591,1,0,0,1,0,0,1,1
id1532593,1,0,0,1,0,0,1,0
id1532598,1,0,0,1,0,0,1,1
id1532599,1,0,0,1,0,0,1,0
id1532601,1,0,1,1,0,0,1,0
id1532602,1,0,0,1,0,0,1,0
id1532606,1,0,0,1,0,0,1,0
id1532607,1,0,0,1,0,0,1,0
id1532608,1,0,0,1,0,0,1,0
id1532611,1,0,0,1,0,0,1,0
id1532612,1,0,0,1,0,0,1,1
id1532613,1,0,0,1,0,0,1,0
id1532615,1,0,0,1,0,0,1,0
id1532619,1,1,0,1,0,0,1,0
id1532620,1,1,0,1,0,0,1,0
id1532621,1,1,0,1,0,0,1,0
id1532622,1,1,0,1,0,0,1,0
id1532623,1,1,1,1,0,0,1,1
id1532624,1,1,0,1,0,0,1,0
id1532625,1,1,0,1,0,0,1,0
id1532626,1,1,0,1,0,0,1,0
id1532627,1,1,1,1,0,0,1,0
id1532628,1,1,0,1,0,0,1,0
id1532629,1,1,0,1,0,0,1,0
id1532630,1,1,0,1,0,0,1,0
id1532631,1,1,0,1,0,0,1,0
id1532632,1,1,0,1,0,0,1,1
id1532644,1,0,0,1,0,0,1,0
id1532650,1,0,0,1,0,0,1,0
id1532653,1,0,1,1,0,0,1,0
id1532655,1,0,1,1,0,0,1,0
id1532656,1,0,0,1,0,0,1,1
id1532657,1,0,0,1,0,0,1,1
id1532658,1,0,0,1,0,0,1,0
id1532659,1,0,0,1,0,0,1,0
id1532660,1,0,0,1,0,0,1,0
id1532661,1,0,0,1,0,0,1,0
id1532663,1,0,0,1,0,0,1,0
id1532664,1,0,0,1,0,0,1,0
id1532667,1,1,0,1,0,0,1,0
id1532668,1,0,0,1,0,0,1,0
id1532671,1,0,1,1,0,0,1,1
id1532672,1,0,1,1,0,0,1,0
id1532673,1,0,0,1,0,0,1,0
id1532675,1,0,1,1,0,0,1,0
id1532677,0,1,1,0,1,0,1,0
id1532678,0,1,1,0,1,0,1,0
id1532679,0,1,1,0,1,0,1,1
id1532681,0,1,1,0,1,0,1,0
id1532682,0,1,1,0,1,0,1,0
id1532683,0,1,1,0,1,0,1,0
id1532684,0,1,1,0,1,0,1,0
id1532686,0,1,1,1,1,0,1,0
id1532687,0,1,1,0,1,0,1,0
id1532689,0,1,1,0,1,0,1,0
id1532715,1,0,1,1,1,0,1,0
id1532732,1,1,0,1,0,0,1,0
id1532733,1,1,1,1,0,0,1,0
id1532734,1,1,1,1,0,0,1,0
id1532735,1,1,1,1,0,0,1,0
id1532736,1,1,1,1,0,0,1,0
id1532737,1,1,1,1,0,0,1,0
id1532738,1,1,1,1,0,0,1,0
id1532739,1,1,1,1,0,0,1,0
id1532741,1,1,1,1,0,0,1,0
id1532743,1,1,1,1,0,0,1,0
id1532744,1,1,1,1,0,0,1,0
id1532745,1,1,1,1,0,0,1,0
id1532746,1,1,1,1,0,0,1,0
id1532747,1,1,1,1,0,0,1,0
id1532748,1,1,1,1,0,0,1,0
id1532749,1,1,1,1,0,0,1,0
id1532750,1,1,1,1,0,0,1,0
id1532751,1,1,1,1,0,0,1,0
id1532753,1,1,1,1,0,0,1,0
id1532754,1,1,1,1,0,0,1,0
id1532755,1,1,0,1,0,0,1,0
id1532756,1,1,0,1,0,0,1,0
id1532757,1,1,0,1,0,0,1,0
id1532759,1,1,0,1,0,0,1,0
id1532760,1,1,0,1,0,0,1,0
id1532761,1,1,1,1,0,0,1,0
id1532762,1,1,1,1,0,0,1,0
id1532763,1,1,1,1,0,0,1,0
id1532764,1,1,1,1,0,0,1,0
id1532765,1,1,1,1,0,0,1,0
id1532766,1,1,0,1,0,0,1,0
id1532767,1,1,0,1,0,0,1,0
id1532768,1,1,1,1,0,0,1,0
id1532769,1,1,1,1,0,0,1,0
id1532770,1,1,1,1,0,0,1,0
id1532772,1,1,0,1,0,0,1,0
id1532773,1,1,0,1,0,0,1,0
id1532774,1,1,1,1,0,0,1,0
id1532775,1,1,0,1,0,0,1,0
id1532776,1,1,0,1,0,0,1,0
id1532777,1,1,1,1,0,0,1,0
id1532778,1,1,0,1,0,0,1,1
id1532779,1,1,1,1,0,0,1,0
id1532780,1,1,1,1,0,0,1,0
id1532781,1,1,1,1,0,0,1,0
id1532797,1,1,1,1,0,0,1,0
id1532798,1,1,0,1,0,0,1,0
id1532799,1,0,1,0,1,1,1,0
id1532806,1,1,1,0,0,0,1,0
id1532807,1,1,1,0,0,0,1,0
id1532816,1,0,1,0,1,0,0,1
id1532822,0,0,1,1,1,0,1,1
id1532825,1,0,0,1,0,0,1,0
id1532842,1,0,0,1,0,0,1,0
id1532843,1,0,0,1,0,1,1,0
id1532844,1,0,0,1,0,0,1,0
id1532845,1,0,0,1,0,1,1,0
id1532848,1,0,0,1,0,0,1,0
id1532849,1,0,0,1,0,0,1,0
id1532851,1,0,0,1,0,0,1,0
id1532852,1,0,0,1,0,0,1,0
id1532854,1,0,0,1,0,0,1,0
id1532857,1,0,0,1,0,0,1,0
id1532858,1,0,0,1,0,0,1,0
id1532860,1,0,1,1,0,0,1,0
id1532861,1,0,1,1,0,0,1,0
id1532880,1,0,0,0,0,1,1,0
id1532887,1,0,0,1,0,0,1,1
id1532888,1,1,1,1,1,0,1,1
id1532891,1,0,0,1,0,1,1,0
id1532893,1,0,0,1,0,0,1,0
id1532897,1,0,0,1,0,0,1,0
id1532898,1,0,0,1,0,1,1,0
id1532900,1,0,0,1,0,0,1,0
id1532902,1,0,0,1,0,0,1,0
id1532908,1,0,0,1,0,0,1,0
id1532909,1,0,0,1,0,0,1,0
id1532911,1,0,1,1,0,0,1,1
id1532913,1,0,1,1,0,0,1,1
id1532917,0,0,1,1,1,0,1,1
id1532918,0,0,1,1,1,0,1,1
id1532929,1,1,1,1,0,0,1,0
id1532945,1,0,1,1,0,0,1,1
id1532947,0,0,1,1,0,0,1,1
id1532948,0,0,1,1,1,0,1,1
id1532950,0,1,1,0,1,0,1,1
id1532954,1,1,0,1,0,0,1,0
id1532961,1,0,0,1,0,1,1,0
id1532965,1,1,0,0,0,0,1,0
id1532969,1,0,1,0,0,0,1,0
id1532970,1,0,1,0,0,0,1,0
id1532974,1,0,1,0,1,0,0,1
id1532991,1,1,0,1,0,0,1,0
id1532992,1,1,0,1,0,0,1,0
id1532993,1,1,0,1,0,0,1,0
id1532995,1,0,0,1,0,0,1,0
id1533009,0,0,1,1,1,0,1,1
id1533015,1,1,0,0,0,0,1,0
id1533022,1,0,1,0,1,1,1,0
id1533034,1,0,1,1,1,0,0,1
id1533035,0,1,1,1,1,0,1,0
id1533036,0,1,1,1,1,0,1,0
id1533037,0,1,1,1,1,0,1,0
id1533038,1,0,0,1,0,0,1,0
id1533040,1,0,0,1,0,0,1,0
id1533042,1,0,0,1,0,0,1,0
id1533043,1,0,0,1,0,0,1,0
id1533051,1,1,0,1,0,1,1,0
id1533054,1,0,1,1,0,0,1,0
id1533078,1,0,0,0,0,0,1,0
id1533079,1,0,0,0,0,0,1,0
id1533084,1,0,0,1,0,0,1,1
id1533085,1,0,0,1,0,0,1,1
id1533086,1,0,0,1,0,0,1,1
id1533087,1,0,0,1,0,0,1,1
id1533088,1,0,0,1,0,0,1,1
id1533089,1,1,0,1,0,0,1,1
id1533090,1,1,0,1,0,0,1,1
id1533091,1,1,0,1,0,0,1,1
id1533092,1,1,0,1,0,1,1,0
id1533093,1,0,0,1,0,0,1,1
id1533111,1,0,1,1,0,0,1,0
id1533116,1,0,0,0,0,0,1,0
id1533117,1,0,0,0,0,1,1,0
id1533125,1,0,0,1,0,0,1,1
id1533129,1,0,0,1,0,0,1,0
id1533130,1,0,0,1,0,0,1,1
id1533131,1,0,0,1,0,0,1,1
id1533132,1,0,0,1,0,0,1,1
id1533133,1,0,0,1,0,0,1,1
id1533137,1,0,0,1,0,0,1,0
id1533138,1,0,0,1,0,0,1,1
id1533141,1,0,0,1,0,0,1,1
id1533142,1,0,1,1,0,0,1,1
id1533153,1,0,1,1,0,0,1,1
id1533154,1,1,0,1,0,1,1,0
id1533155,1,1,0,1,0,1,1,0
id1533162,1,0,0,1,0,0,1,0
id1533167,1,0,0,0,0,0,1,0
id1533174,1,0,0,1,0,0,1,1
id1533175,1,0,0,1,0,0,1,1
id1533177,1,1,0,1,0,1,1,0
id1533178,1,0,0,1,0,1,1,0
id1533179,1,0,0,1,0,0,1,0
id1533188,1,0,1,1,0,0,1,1
id1533191,1,0,1,1,0,0,1,1
id1533196,1,0,1,1,0,0,1,0
id1533197,1,0,1,1,0,0,1,0
id1533198,1,0,1,1,0,0,1,0
id1533201,1,0,1,1,0,0,1,0
id1533205,1,0,1,1,0,0,1,0
id1533206,1,0,1,1,0,0,1,0
id1533222,0,1,1,0,1,0,1,0
id1533223,0,1,1,0,1,0,1,0
id1533224,0,1,1,0,1,0,1,0
id1533230,1,0,0,1,0,0,1,1
id1533231,1,0,0,1,0,0,1,0
id1533234,1,0,0,1,0,0,1,1
id1533235,1,0,0,1,0,0,1,1
id1533236,1,0,0,1,0,0,1,1
id1533237,1,0,0,1,0,0,1,1
id1533238,1,0,0,1,0,0,1,1
id1533239,1,0,0,1,0,0,1,0
id1533241,1,0,0,1,0,0,1,1
id1533242,1,0,0,1,0,0,1,1
id1533243,1,0,0,1,0,0,1,1
id1533244,1,0,0,1,0,0,1,1
id1533247,1,0,1,1,0,0,1,1
id1533262,1,0,0,1,0,0,1,0
id1533264,1,0,0,1,0,0,1,0
id1533266,1,0,0,1,0,0,1,0
id1533269,1,0,0,1,0,0,1,0
id1533271,1,0,0,1,0,0,1,0
id1533272,1,0,0,1,0,0,1,0
id1533274,1,0,1,1,0,0,1,0
id1533282,1,0,1,1,0,0,1,0
id1533285,1,0,1,1,0,0,1,0
id1533293,1,0,0,1,0,1,1,0
id1533294,1,0,0,1,0,1,1,0
id1533295,1,0,0,1,0,0,1,0
id1533300,1,0,0,1,0,0,1,0
id1533302,1,0,0,1,0,0,1,0
id1533303,1,0,0,1,0,0,1,0
id1533305,1,0,0,1,0,0,1,0
id1533308,1,0,0,1,0,0,1,0
id1533309,1,0,0,1,0,0,1,0
id1533310,1,0,0,1,0,0,1,0
id1533314,1,0,0,1,0,0,1,0
id1533315,1,0,0,1,0,0,1,1
id1533316,1,0,0,1,0,0,1,1
id1533317,1,0,0,1,0,0,1,1
id1533323,1,0,0,1,0,0,1,0
id1533324,1,0,0,1,0,0,1,0
id1533327,1,0,1,1,0,0,1,0
id1533338,1,0,0,1,0,0,1,0
id1533339,1,0,0,1,0,1,1,0
id1533340,1,0,0,1,0,0,1,0
id1533342,1,0,0,1,0,1,1,0
id1533343,1,0,0,1,0,1,1,0
id1533344,1,0,0,1,0,1,1,0
id1533345,1,0,0,1,0,1,1,0
id1533347,1,0,0,1,0,0,1,0
id1533348,1,0,0,1,0,1,1,0
id1533349,1,0,0,1,0,1,1,0
id1533350,1,0,0,1,0,1,1,0
id1533351,1,0,0,1,0,1,1,0
id1533352,1,0,0,1,0,1,1,0
id1533356,1,0,0,1,0,0,1,0
id1533357,1,0,0,1,0,0,1,0
id1533360,1,1,1,1,1,0,1,1
id1533361,1,0,0,1,0,1,1,0
id1533362,1,0,0,1,0,1,1,0
id1533363,1,0,0,1,0,1,1,0
id1533365,1,1,1,0,0,0,1,1
id1533370,1,0,0,1,0,0,1,1
id1533384,1,0,0,1,0,0,1,0
id1533386,1,0,1,1,0,0,1,1
id1533387,1,0,1,1,0,0,1,1
id1533388,1,0,0,1,0,0,1,1
id1533401,1,0,1,1,1,0,1,1
id1533405,1,1,1,1,0,0,1,0
id1533408,0,0,1,1,1,0,1,1
id1533418,0,1,1,0,1,0,1,1
id1533419,0,1,1,0,1,0,1,0
id1533420,0,1,1,0,1,0,1,0
id1533422,1,0,1,0,0,0,1,1
id1533427,1,0,1,1,0,0,1,0
id1533432,1,0,1,1,0,0,1,1
id1533433,1,1,0,1,0,0,1,1
id1533434,1,1,0,1,0,0,1,1
id1533435,1,0,0,1,0,0,1,1
id1533436,1,0,0,1,0,0,1,1
id1533439,1,1,1,1,0,0,1,0
id1533450,1,0,1,1,0,0,1,0
id1533451,1,0,1,1,0,0,1,0
id1533458,1,0,0,0,0,0,1,1
id1533463,0,0,1,0,1,0,1,0
id1533486,1,0,0,1,0,0,1,1
id1533487,1,0,0,1,0,0,1,1
id1533488,1,0,0,1,0,0,1,1
id1533489,1,0,0,1,0,0,1,1
id1533490,1,0,0,1,0,0,1,1
id1533491,1,1,0,1,0,0,1,1
id1533492,1,1,0,1,0,0,1,1
id1533496,0,0,1,1,0,0,1,1
id1533497,1,1,0,1,0,0,1,0
id1533498,1,1,0,1,0,0,1,0
id1533503,1,0,0,0,0,0,1,1
id1533504,1,0,0,0,0,0,1,1
id1533505,1,0,1,0,0,0,1,0
id1533514,0,1,1,0,1,0,1,0
id1533523,1,1,1,0,1,1,1,1
id1533530,1,0,1,0,1,0,0,1
id1533541,1,1,1,1,1,0,1,0
id1533604,1,1,0,1,0,0,1,0
id1533615,1,1,1,0,0,0,1,1
id1533623,1,0,0,0,0,0,1,0
id1533643,1,1,1,0,0,0,1,0
id1533652,1,1,1,0,1,1,1,1
id1533657,1,1,1,0,1,0,1,1
id1533660,1,1,0,0,0,1,1,1
id1533664,1,0,1,1,1,0,1,1
id1533708,1,0,1,0,1,0,0,1
id1533710,0,1,1,0,1,0,1,1
id1533712,0,1,1,0,1,0,1,0
id1533714,1,1,0,1,0,0,1,1
id1533716,1,0,1,1,0,0,1,1
id1533717,1,0,1,1,0,0,1,1
id1533723,1,1,0,1,0,0,1,0
id1533724,1,1,0,1,0,0,1,0
id1533725,1,1,0,1,0,0,1,0
id1533726,1,1,0,1,0,0,1,0
id1533728,1,1,0,1,0,0,1,0
id1533729,1,1,1,1,0,0,1,1
id1533730,1,0,1,1,1,0,1,1
id1533736,1,0,1,1,1,0,1,1
id1533739,1,0,1,1,0,0,1,0
id1533764,1,0,0,1,0,0,1,1
id1533765,1,0,0,1,0,0,1,1
id1533767,1,0,0,1,0,0,1,1
id1533768,1,0,0,1,0,0,1,1
id1533769,1,0,0,1,0,0,1,1
id1533770,1,0,0,1,0,0,1,1
id1533771,1,0,0,1,0,0,1,1
id1533772,1,1,0,1,0,0,1,0
id1533773,1,1,0,1,0,0,1,0
id1533774,1,1,0,1,0,0,1,0
id1533775,1,1,0,1,0,0,1,0
id1533776,1,1,0,1,0,0,1,0
id1533777,1,1,0,1,0,0,1,0
id1533778,1,1,0,1,0,0,1,1
id1533779,1,1,0,1,0,0,1,0
id1533788,1,0,1,1,0,0,1,0
id1533789,1,0,1,1,1,0,1,1
id1533793,0,0,1,1,1,0,1,1
id1533794,1,0,1,1,0,0,1,1
id1533803,1,0,0,0,0,0,1,1
id1533804,1,0,0,0,0,0,1,1
id1533805,1,0,0,0,0,0,1,1
id1533806,1,0,0,0,0,0,1,1
id1533808,1,0,1,0,0,0,1,1
id1533824,0,1,1,0,1,0,1,0
id1533825,1,0,0,1,0,0,1,1
id1533826,1,0,0,1,0,0,1,1
id1533828,1,0,0,1,0,0,1,1
id1533829,1,0,0,1,0,0,1,1
id1533830,1,0,0,1,0,0,1,1
id1533833,1,0,0,1,0,0,1,0
id1533835,1,0,0,1,0,0,1,0
id1533836,1,0,0,1,0,0,1,0
id1533842,1,0,1,1,0,0,1,0
id1533844,1,0,0,1,0,0,1,1
id1533845,1,0,0,1,0,0,1,1
id1533846,1,0,0,1,0,0,1,1
id1533847,1,0,0,1,0,0,1,1
id1533851,1,0,1,1,0,0,1,0
id1533852,1,0,1,1,0,0,1,0
id1533856,1,0,1,1,0,0,1,0
id1533858,1,0,1,1,0,0,1,0
id1533868,1,1,1,0,1,0,1,1
id1533870,1,0,0,0,0,0,1,0
id1533873,1,0,1,0,0,0,1,0
id1533874,1,0,1,0,0,0,1,1
id1533877,1,0,0,1,0,0,1,0
id1533878,1,0,0,1,0,0,1,1
id1533879,1,0,0,1,0,0,1,1
id1533880,1,0,0,1,0,0,1,1
id1533881,1,0,0,1,0,0,1,0
id1533898,1,0,1,1,0,0,1,0
id1533903,1,0,1,1,0,0,1,0
id1533910,1,1,1,1,0,0,1,1
id1533913,1,0,1,0,0,0,0,1
id1533915,1,0,0,0,0,0,1,0
id1533916,1,0,0,0,0,0,1,0
id1533917,1,0,0,0,0,0,1,0
id1533930,1,1,0,1,0,0,1,1
id1533934,1,0,0,1,0,0,1,0
id1533935,1,0,0,1,0,0,1,0
id1533936,1,0,0,1,0,0,1,1
id1533941,1,0,0,1,0,0,1,0
id1533942,1,0,0,1,0,0,1,1
id1533943,1,0,0,1,0,0,1,0
id1533944,1,0,0,1,0,0,1,0
